Canonical Ids,Sub Category,Title,URL,Readers
ed705b50-6d02-11df-a2b2-0026b95e3eb7,Limnology,A conceptual model of climate-related effects on lake ecosystems,a-conceptual-model-of-climaterelated-effects-on-lake-ecosystems,5
4133f310-6d02-11df-a2b2-0026b95e3eb7,Botany,A conservação do Cerrado brasileiro,a-conservao-do-cerrado-brasileiro,8
dd873ee0-6d00-11df-a2b2-0026b95e3eb7,Microbiology,A core gut microbiome in obese and lean twins.,a-core-gut-microbiome-in-obese-and-lean-twins,13
a93dcd90-6d08-11df-a2b2-0026b95e3eb7,Agricultural Science,A COSII genetic map of the pepper genome provides a detailed picture of synteny with tomato and new insights into recent chromosome evolution in the genus Capsicum.,a-cosii-genetic-map-of-the-pepper-genome-provides-a-detailed-picture-of-synteny-with-tomato-and-new-insights-into-recent-chromosome-evolution-in-the-genus-capsicum,4
446cf370-6d01-11df-a2b2-0026b95e3eb7,Zoology and Animal Science,A Cretaceous terrestrial snake with robust hindlimbs and a sacrum.,a-cretaceous-terrestrial-snake-with-robust-hindlimbs-and-a-sacrum,14
44ab42b0-6d06-11df-afb8-0026b95d30b2,Virology,A decade after the generation of a negative-sense RNA virus from cloned cDNA - what have we learned?,decade-after-generation-negativesense-rna-virus-cloned-cdnawhat-we-learned,6
e1ee57a0-6d02-11df-a2b2-0026b95e3eb7,Algology,"A diatom-based reconstruction of drought intensity , duration , and frequency from Moon Lake , North Dakota : a sub-decadal record of the last 2300 years",a-diatombased-reconstruction-of-drought-intensity-duration-and-frequency-from-moon-lake-north-dakota-a-subdecadal-record-of-the-last-2300-years,2
c8048050-6d00-11df-a2b2-0026b95e3eb7,Botany,A discussion of different types of glacial refugia used in mountain biogeography and phylogeography,a-discussion-of-different-types-of-glacial-refugia-used-in-mountain-biogeography-and-phylogeography,7
38b36b10-6501-11e0-a2d8-0024e8453de6,Virology,A diverse range of gene products are effectors of the type I interferon antiviral response,diverse-range-gene-products-effectors-type-i-interferon-antiviral-response,4
eb434550-6d06-11df-afb8-0026b95d30b2,Botany,A DNA barcode for land plants,a-dna-barcode-for-land-plants-1,9
a4972180-6d0b-11df-a2b2-0026b95e3eb7,Virology,A DNA transfection system for generation of influenza A virus from eight plasmids.,a-dna-transfection-system-for-generation-of-influenza-a-virus-from-eight-plasmids,5
de786570-ed90-11df-99a6-0024e8453de6,Animal Physiology,A draft sequence of the Neandertal genome.,draft-sequence-neandertal-genome-1,3
17a47db0-6d0e-11df-936c-0026b95e484c,Bioinformatics,A draft sequence of the Neandertal genome.,draft-sequence-neandertal-genome,21
17a47db0-6d0e-11df-936c-0026b95e484c,Genetics,A draft sequence of the Neandertal genome.,draft-sequence-neandertal-genome,28
fee672a0-6cff-11df-a2b2-0026b95e3eb7,Animal Behavior,A farewell to Bonferroni: the problems of low statistical power and publication bias,a-farewell-to-bonferroni-the-problems-of-low-statistical-power-and-publication-bias,12
29cfb860-6d04-11df-a2b2-0026b95e3eb7,Embryology,A fate map of the epiblast of the early chick embryo.,a-fate-map-of-the-epiblast-of-the-early-chick-embryo,4
8ebd3150-6d02-11df-a2b2-0026b95e3eb7,Plant Sciences,A flagellin-induced complex of the receptor FLS2 and BAK1 initiates plant defence.,a-flagellininduced-complex-of-the-receptor-fls2-and-bak1-initiates-plant-defence,11
edcc56a0-6d05-11df-a2b2-0026b95e3eb7,Ornithology,A forensic approach to understanding diet and habitat use from stable isotope analysis of (avian) claw material,a-forensic-approach-to-understanding-diet-and-habitat-use-from-stable-isotope-analysis-of-avian-claw-material,5
5e3794e0-6d01-11df-a2b2-0026b95e3eb7,Cellular Biology,A fresh look at iPS cells.,a-fresh-look-at-ips-cells,12
5bb0df70-6d00-11df-8e55-0026b95e43ca,Food Science and Technology,A fresh look at meat flavor,fresh-look-meat-flavor,3
556f3d80-6d02-11df-a2b2-0026b95e3eb7,Limnology,A Freshwater Classification Approach for Biodiversity Conservation Planning,a-freshwater-classification-approach-for-biodiversity-conservation-planning,5
1b6421f0-6d07-11df-a2b2-0026b95e3eb7,Hydrobiology,A fuzzy coding approach for the analysis of long-term ecological data,a-fuzzy-coding-approach-for-the-analysis-of-longterm-ecological-data,3
8e6c7940-6d02-11df-a2b2-0026b95e3eb7,Plant Sciences,A G protein-coupled receptor is a plasma membrane receptor for the plant hormone abscisic acid.,a-g-proteincoupled-receptor-is-a-plasma-membrane-receptor-for-the-plant-hormone-abscisic-acid,11
1c4b28a0-ed92-11df-99a6-0024e8453de6,Forestry Science,A gap analysis of terrestrial protected areas in England and its implications for conservation policy,gap-analysis-terrestrial-protected-areas-england-implications-conservation-policy,4
3373aa10-6d00-11df-a2b2-0026b95e3eb7,Bioinformatics,A gene atlas of the mouse and human protein-encoding transcriptomes,a-gene-atlas-of-the-mouse-and-human-proteinencoding-transcriptomes,24
beaf47b0-6d00-11df-a2b2-0026b95e3eb7,Botany,A general dynamic theory of oceanic island biogeography,a-general-dynamic-theory-of-oceanic-island-biogeography,8
f2e5a200-6cff-11df-a2b2-0026b95e3eb7,Marine Biology,A general model for designing networks of marine reserves.,a-general-model-for-designing-networks-of-marine-reserves,17
d5674760-6cff-11df-a2b2-0026b95e3eb7,Animal Physiology,A general model for the origin of allometric scaling laws in biology.,a-general-model-for-the-origin-of-allometric-scaling-laws-in-biology,4
d5674760-6cff-11df-a2b2-0026b95e3eb7,Soil Sciences,A general model for the origin of allometric scaling laws in biology.,a-general-model-for-the-origin-of-allometric-scaling-laws-in-biology,2
f5c17c50-6d00-11df-a2b2-0026b95e3eb7,Biometry,A general theory of ecology,a-general-theory-of-ecology,2
30a5e410-6d00-11df-a2b2-0026b95e3eb7,Forestry Science,"A generalised model of forest productivity using simplified concepts of radiation-use efficiency, carbon balance and partitioning",a-generalised-model-of-forest-productivity-using-simplified-concepts-of-radiationuse-efficiency-carbon-balance-and-partitioning,5
008fa320-edd3-11df-99a6-0024e8453de6,Algology,A generic index of diatom assemblages as bioindicator of pollution in the Keelung River of Taiwan,generic-index-diatom-assemblages-bioindicator-pollution-keelung-river-taiwan,2
80a2ec00-6d01-11df-a2b2-0026b95e3eb7,Plant Sciences,A genetic framework for the control of cell division and differentiation in the root meristem.,a-genetic-framework-for-the-control-of-cell-division-and-differentiation-in-the-root-meristem,10
fc2cf3c0-6d06-11df-a2b2-0026b95e3eb7,Biophysics,A genetically encoded photoactivatable Rac controls the motility of living cells.,a-genetically-encoded-photoactivatable-rac-controls-the-motility-of-living-cells,8
8206b730-6d00-11df-a2b2-0026b95e3eb7,Biophysics,A genomic code for nucleosome positioning.,a-genomic-code-for-nucleosome-positioning,10
8206b730-6d00-11df-a2b2-0026b95e3eb7,Molecular Biology,A genomic code for nucleosome positioning.,a-genomic-code-for-nucleosome-positioning,13
6e8e2080-6d00-11df-a2b2-0026b95e3eb7,Hydrobiology,A gentle introduction to quantile regression for ecologists,a-gentle-introduction-to-iterated-local-search,3
677b7d80-6d03-11df-a2b2-0026b95e3eb7,Soil Sciences,"A global budget for fine root biomass, surface area, and nutrient contents.",a-global-budget-for-fine-root-biomass-surface-area-and-nutrient-contents,2
f78eb7b0-6cff-11df-a2b2-0026b95e3eb7,Marine Biology,A global map of human impact on marine ecosystems.,a-global-map-of-human-impact-on-marine-ecosystems,23
5e571c30-cd27-11df-922b-0024e8453de6,Entomology,A global study of forensically significant calliphorids: implications for identification.,global-study-forensically-significant-calliphorids-implications-identification,7
f5689170-6d01-11df-a2b2-0026b95e3eb7,Plant Sciences,A global test of the pollination syndrome hypothesis,a-global-test-of-the-pollination-syndrome-hypothesis,11
ed7d5b00-6cff-11df-a2b2-0026b95e3eb7,Animal Physiology,A globally coherent fingerprint of climate change impacts across natural systems.,a-globally-coherent-fingerprint-of-climate-change-impacts-across-natural-systems,3
ed7d5b00-6cff-11df-a2b2-0026b95e3eb7,Forestry Science,A globally coherent fingerprint of climate change impacts across natural systems.,a-globally-coherent-fingerprint-of-climate-change-impacts-across-natural-systems,5
ed7d5b00-6cff-11df-a2b2-0026b95e3eb7,Hydrobiology,A globally coherent fingerprint of climate change impacts across natural systems.,a-globally-coherent-fingerprint-of-climate-change-impacts-across-natural-systems,4
ed7d5b00-6cff-11df-a2b2-0026b95e3eb7,Ornithology,A globally coherent fingerprint of climate change impacts across natural systems.,a-globally-coherent-fingerprint-of-climate-change-impacts-across-natural-systems,10
ed7d5b00-6cff-11df-a2b2-0026b95e3eb7,Zoology and Animal Science,A globally coherent fingerprint of climate change impacts across natural systems.,a-globally-coherent-fingerprint-of-climate-change-impacts-across-natural-systems,20
dbe39670-6cff-11df-a2b2-0026b95e3eb7,Microscopy,A guide to accurate fluorescence microscopy colocalization measurements.,a-guide-to-accurate-fluorescence-microscopy-colocalization-measurements,3
02723170-6d00-11df-a2b2-0026b95e3eb7,Biophysics,A guide to choosing fluorescent proteins.,a-guide-to-choosing-fluorescent-proteins,11
02723170-6d00-11df-a2b2-0026b95e3eb7,Cellular Biology,A guide to choosing fluorescent proteins.,a-guide-to-choosing-fluorescent-proteins,21
02723170-6d00-11df-a2b2-0026b95e3eb7,Microscopy,A guide to choosing fluorescent proteins.,a-guide-to-choosing-fluorescent-proteins,2
02723170-6d00-11df-a2b2-0026b95e3eb7,Molecular Biology,A guide to choosing fluorescent proteins.,a-guide-to-choosing-fluorescent-proteins,14
a4ef3d60-ed90-11df-99a6-0024e8453de6,Microscopy,A guide to super-resolution fluorescence microscopy,guide-superresolution-fluorescence-microscopy-23,3
dbe87870-6cff-11df-a2b2-0026b95e3eb7,Microscopy,A guided tour into subcellular colocalization analysis in light microscopy.,a-guided-tour-into-subcellular-colocalization-analysis-in-light-microscopy,4
3ea1e870-6d00-11df-a2b2-0026b95e3eb7,Agricultural Science,A handbook of protocols for standardised and easy measurement of plant functional traits worldwide,what-determines-the-number-of-seed-produced-in-a-flowering-event-a-case-study-of-calyptrogyne-ghiesbreghtiana-arecaceae,4
3ea1e870-6d00-11df-a2b2-0026b95e3eb7,Botany,A handbook of protocols for standardised and easy measurement of plant functional traits worldwide,what-determines-the-number-of-seed-produced-in-a-flowering-event-a-case-study-of-calyptrogyne-ghiesbreghtiana-arecaceae,9
3ea1e870-6d00-11df-a2b2-0026b95e3eb7,Plant Sciences,A handbook of protocols for standardised and easy measurement of plant functional traits worldwide,what-determines-the-number-of-seed-produced-in-a-flowering-event-a-case-study-of-calyptrogyne-ghiesbreghtiana-arecaceae,19
4ee16cd0-6d03-11df-a2b2-0026b95e3eb7,Embryology,A hedgehog-insensitive form of patched provides evidence for direct long-range morphogen activity of sonic hedgehog in the neural tube.,a-hedgehoginsensitive-form-of-patched-provides-evidence-for-direct-longrange-morphogen-activity-of-sonic-hedgehog-in-the-neural-tube,4
cdbd9f10-6d03-11df-a474-0026b95e3e23,Veterinary Science,A herd health approach to dairy cow nutrition and production diseases of the transition cow.,herd-health-approach-dairy-cow-nutrition-production-diseases-transition-cow,3
f3cd4d70-6d00-11df-a2b2-0026b95e3eb7,Biophysics,A hierarchy of timescales in protein dynamics is linked to enzyme catalysis.,a-hierarchy-of-timescales-in-protein-dynamics-is-linked-to-enzyme-catalysis,10
ed94e530-6d00-11df-a2b2-0026b95e3eb7,Mycology,A higher-level phylogenetic classification of the Fungi.,a-higherlevel-phylogenetic-classification-of-the-fungi,9
6868d960-80fc-11df-aedb-0024e8453de8,Microscopy,A high-level 3D visualization API for Java and ImageJ,highlevel-3d-visualization-api-java-imagej-15,2
b2ce3ea0-6d01-11df-a2b2-0026b95e3eb7,Mycology,A history of research on arbuscular mycorrhiza.,a-history-of-research-on-arbuscular-mycorrhiza,2
0c345120-6d0a-11df-a2b2-0026b95e3eb7,Algology,"A Holocene lacustrine record in the central North Atlantic: proxies for volcanic activity, short-term NAO mode variability, and long-term precipitation changes",a-holocene-lacustrine-record-in-the-central-north-atlantic-proxies-for-volcanic-activity-shortterm-nao-mode-variability-and-longterm-precipitation-changes,2
4ec5ce80-6d03-11df-a2b2-0026b95e3eb7,Embryology,A homeodomain protein code specifies progenitor cell identity and neuronal fate in the ventral neural tube.,a-homeodomain-protein-code-specifies-progenitor-cell-identity-and-neuronal-fate-in-the-ventral-neural-tube,5
f93e8990-6d0a-11df-afb8-0026b95d30b2,Bioinformatics,A human gut microbial gene catalogue established by metagenomic sequencing.,human-gut-microbial-gene-catalogue-established-metagenomic-sequencing,46
f93e8990-6d0a-11df-afb8-0026b95d30b2,Microbiology,A human gut microbial gene catalogue established by metagenomic sequencing.,human-gut-microbial-gene-catalogue-established-metagenomic-sequencing,30
2ec7ae30-6d00-11df-a2b2-0026b95e3eb7,Molecular Biology,A human protein-protein interaction network: a resource for annotating the proteome.,a-human-proteinprotein-interaction-network-a-resource-for-annotating-the-proteome,12
87196eb0-6d01-11df-a2b2-0026b95e3eb7,Limnology,A landscape approach to examining spatial patterns of limnological variables and long-term environmental change in a southern Canadian lake district,a-landscape-approach-to-examining-spatial-patterns-of-limnological-variables-and-longterm-environmental-change-in-a-southern-canadian-lake-district,4
d2c4b010-6cff-11df-a2b2-0026b95e3eb7,Parasitology,A link between ectoparasite infection and susceptibility to bacterial disease in rainbow trout.,a-link-between-ectoparasite-infection-and-susceptibility-to-bacterial-disease-in-rainbow-trout,3
324d2b70-6d00-11df-a2b2-0026b95e3eb7,Soil Sciences,A literature review and evaluation of the Hedley fractionation: Applications to the biogeochemical cycle of soil phosphorus in natural ecosystems,a-literature-review-and-evaluation-of-the-hedley-fractionation-applications-to-the-biogeochemical-cycle-of-soil-phosphorus-in-natural-ecosystems,2
b9bf3df0-6d00-11df-a2b2-0026b95e3eb7,Parasitology,"A macroevolutionary mosaic: episodic host-switching, geographical colonization and diversification in complex host-parasite systems",a-macroevolutionary-mosaic-episodic-hostswitching-geographical-colonization-and-diversification-in-complex-hostparasite-systems,3
31e6ef90-6d00-11df-afb8-0026b95d30b2,Parasitology,A Magneto-Optic Route toward the In Vivo Diagnosis of Malaria: Preliminary Results and Preclinical Trial Data,a-magnetooptic-route-toward-the-in-vivo-diagnosis-of-malaria-preliminary-results-and-preclinical-trial-data,2
de600820-6cff-11df-a2b2-0026b95e3eb7,Bioinformatics,A mammalian microRNA expression atlas based on small RNA library sequencing.,a-mammalian-microrna-expression-atlas-based-on-small-rna-library-sequencing,21
c8bd1990-e23e-11df-b4c4-0024e8453de6,Bioinformatics,A map of human genome variation from population-scale sequencing.,map-human-genome-variation-populationscale-sequencing,41
c8bd1990-e23e-11df-b4c4-0024e8453de6,Biotechnology,A map of human genome variation from population-scale sequencing.,map-human-genome-variation-populationscale-sequencing,8
c8bd1990-e23e-11df-b4c4-0024e8453de6,Genetics,A map of human genome variation from population-scale sequencing.,map-human-genome-variation-populationscale-sequencing,54
c8bd1990-e23e-11df-b4c4-0024e8453de6,Molecular Biology,A map of human genome variation from population-scale sequencing.,map-human-genome-variation-populationscale-sequencing,15
e0600490-6d04-11df-a2b2-0026b95e3eb7,Genetics,A Map of Recent Positive Selection in the Human Genome,genomic-selection-in-the-era-of-the-1000-genome-sequence,31
a4e075a0-6d02-11df-a2b2-0026b95e3eb7,Zoology and Animal Science,A maximum entropy approach to species distribution modeling,a-maximum-entropy-approach-to-species-distribution-modeling,19
f6d6b250-6cff-11df-a2b2-0026b95e3eb7,Genetics,A measure of population subdivision based on microsatellite allele frequencies.,a-measure-of-population-subdivision-based-on-microsatellite-allele-frequencies,21
ef1dc390-6d0a-11df-afb8-0026b95d30b2,Soil Sciences,A meta-analysis of context-dependency in plant response to inoculation with mycorrhizal fungi.,metaanalysis-contextdependency-plant-response-inoculation-mycorrhizal-fungi,2
01c65250-6d06-11df-a2b2-0026b95e3eb7,Mycology,"A meta-analysis of mycorrhizal responses to nitrogen, phosphorus, and atmospheric CO2 in field studies",a-metaanalysis-of-mycorrhizal-responses-to-nitrogen-phosphorus-and-atmospheric-co2-in-field-studies,3
2cfa1d50-6d04-11df-afb8-0026b95d30b2,Hydrobiology,A meta-analysis of trait differences between invasive and non-invasive plant species.,a-metaanalysis-of-trait-differences-between-invasive-and-noninvasive-plant-species,3
f38f64a0-6d01-11df-a2b2-0026b95e3eb7,Plant Sciences,A metapopulation perspective in plant population biology,a-metapopulation-perspective-in-plant-population-biology,10
b4d6bc00-6d05-11df-afb8-0026b95d30b2,Microscopy,A method to unmix multiple fluorophores in microscopy images with minimal a priori information.,method-unmix-multiple-fluorophores-microscopy-images-minimal-priori-information,2
e472bef0-6d0a-11df-afb8-0026b95d30b2,Parasitology,A microbial strategy to multiply in macrophages: the pregnant pause.,microbial-strategy-multiply-macrophages-pregnant-pause,3
bfbe1fa0-6d00-11df-a2b2-0026b95e3eb7,Algology,"A mineral magnetic and scaled-chrysophyte paleolimnological study of two northeastern Pennsylvania lakes : records of fly ash deposition , land-use change , and paleorainfall variation",a-mineral-magnetic-and-scaledchrysophyte-paleolimnological-study-of-two-northeastern-pennsylvania-lakes-records-of-fly-ash-deposition-landuse-change-and-paleorainfall-variation,3
2d35a710-6d01-11df-a2b2-0026b95e3eb7,Agricultural Science,"A Mixed-Model Quantitative Trait Loci (QTL) Analysis for Multiple-Environment Trial Data Using Environmental Covariables for QTL-by-Environment Interactions, With an Example in Maize",a-mixedmodel-quantitative-trait-loci-qtl-analysis-for-multipleenvironment-trial-data-using-environmental-covariables-for-qtlbyenvironment-interactions-with-an-example-in-maize,4
d177aac0-6d0c-11df-936c-0026b95e484c,Hydrobiology,A model for predicting the emergence of dragonflies in a changing climate,model-predicting-emergence-dragonflies-changing-climate,3
b88e0cc0-6d07-11df-afb8-0026b95d30b2,Agricultural Science,A model for simulating rule-based management of cow-calf systems,a-model-for-simulating-rulebased-management-of-cowcalf-systems,4
e5ed74e0-6d06-11df-afb8-0026b95d30b2,Biometry,A model for wolf-pack territory formation and maintenance,a-model-for-wolfpack-territory-formation-and-maintenance,2
